id,guild_id,rule_id,user_id,event_type,status,action_type,error_code,error_message,created_at
1,1471242450386550835,2,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T07:52:19.000Z"""
2,1471242450386550835,2,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T07:52:19.000Z"""
3,1471242450386550835,2,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T07:57:16.000Z"""
4,1471242450386550835,2,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T07:57:16.000Z"""
5,1471242450386550835,2,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T07:57:17.000Z"""
6,1471242450386550835,2,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T07:57:17.000Z"""
7,1471242450386550835,4,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:32.000Z"""
8,1471242450386550835,4,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:32.000Z"""
9,1471242450386550835,5,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:32.000Z"""
10,1471242450386550835,5,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:32.000Z"""
11,1471242450386550835,4,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:43.000Z"""
12,1471242450386550835,4,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:43.000Z"""
13,1471242450386550835,5,763898226562564116,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:43.000Z"""
14,1471242450386550835,5,763898226562564116,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:43.000Z"""
15,1471242450386550835,4,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:59.000Z"""
16,1471242450386550835,4,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:59.000Z"""
17,1471242450386550835,5,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:59.000Z"""
18,1471242450386550835,5,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:05:59.000Z"""
19,1471242450386550835,4,787960730975993896,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:06:04.000Z"""
20,1471242450386550835,4,787960730975993896,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:06:04.000Z"""
21,1471242450386550835,5,787960730975993896,REMOVE,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:06:04.000Z"""
22,1471242450386550835,5,787960730975993896,REMOVE,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:06:04.000Z"""
23,1471242450386550835,6,763898226562564116,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:10:45.000Z"""
24,1471242450386550835,6,763898226562564116,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:10:45.000Z"""
25,1471242450386550835,6,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-22T21:10:51.000Z"""
26,1471242450386550835,6,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-22T21:10:51.000Z"""
27,1471242450386550835,6,345881981273243649,ADD,SUCCESS,\N,\N,\N,"""2026-02-22T21:11:15.000Z"""
28,1471242450386550835,7,1119865884362682441,ADD,SUCCESS,\N,\N,\N,"""2026-02-22T21:24:21.000Z"""
29,1471242450386550835,7,1119865884362682441,ADD,SUCCESS,\N,\N,\N,"""2026-02-22T21:24:21.000Z"""
30,1471242450386550835,8,1447015808344784956,ADD,SUCCESS,\N,\N,\N,"""2026-02-24T06:35:47.000Z"""
31,1471242450386550835,8,787960730975993896,ADD,ERROR,ROLE_ADD,member_not_manageable,member_not_manageable,"""2026-02-24T17:14:53.000Z"""
32,1471242450386550835,8,787960730975993896,ADD,SKIPPED,\N,member_not_manageable,member_not_manageable,"""2026-02-24T17:14:53.000Z"""
33,1471242450386550835,9,787960730975993896,ADD,SKIPPED,\N,allowed_roles_mismatch,allowed_roles_mismatch,"""2026-02-26T15:07:49.000Z"""
34,1471242450386550835,9,787960730975993896,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-26T15:07:55.000Z"""
35,1471242450386550835,9,776755211015815169,ADD,SUCCESS,\N,\N,\N,"""2026-02-26T15:08:20.000Z"""
36,1471242450386550835,9,776755211015815169,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-26T15:08:30.000Z"""
37,1471242450386550835,9,844300736313032714,REMOVE,SKIPPED,\N,trigger_mismatch,trigger_mismatch,"""2026-02-26T15:08:50.000Z"""
38,1471242450386550835,9,844300736313032714,ADD,SUCCESS,\N,\N,\N,"""2026-02-26T15:08:50.000Z"""
39,1471242450386550835,9,1119865884362682441,ADD,SUCCESS,\N,\N,\N,"""2026-02-26T18:35:00.000Z"""
